,vib_max,vib_min,vib_cur,accumulativeprofit,mins_mean_30,mins_ratio,cur_price,beginyear
SH600869,0.206572769953,0.0,0.0521582733813,2.43744168996,2.68366666667,2.15004347286,5.77,2000
SZ002789,0.132101680789,0.0,0.022907239819,1.09845185593,35.682,1.00638977636,35.91,2016
SZ300575,0.2,0.0,0.0461041954818,1.39974445751,38.2166666667,1.16755342346,44.62,2016
SH600116,0.222109533469,0.0,0.0160098522167,3.93393701881,3.20133333333,2.55206164098,8.17,2000
SZ002138,0.222573007103,0.0,0.0321428571429,3.17486653512,7.751,2.20874725842,17.12,2007
SZ002518,0.209542972118,0.0,0.0259661835749,1.98789986967,8.94866666667,1.86843477613,16.72,2010
SH600050,0.222033898305,0.0,0.0114006514658,2.35827985727,2.28,2.70175438596,6.16,2002
SZ300179,0.222058823529,0.0,0.0178861788618,1.22059678364,5.79433333333,1.06483345798,6.17,2011
SZ002513,0.219666931007,0.0,0.0164778578785,0.46968095749,8.45733333333,1.15521046823,9.77,2010
SH603639,0.110739750446,0.0,0.0134821013482,1.21238129558,42.1503333333,1.02988509383,43.41,2017
SZ002600,0.22061482821,0.0,0.0436363636364,1.77219561689,6.68966666667,1.23474014649,8.26,2011
SH600909,0.200260078023,0.0,0.0164383561644,0.802194283676,7.32366666667,1.00496108507,7.36,2016
SH600712,0.222014925373,0.0,0.0193103448276,2.35469864422,2.899,2.518109693,7.3,2000
SZ000708,0.171764705882,0.0,0.018115942029,2.30122776377,2.685,4.12662942272,11.08,2000
SZ002030,0.221610461115,0.0,0.0184804928131,7.73840106923,5.17866666667,2.84049948507,14.71,2004
SZ002836,0.199794026777,0.0,0.0333131435494,2.90773169402,16.23,1.03635243376,16.82,2016
SZ300558,0.133707201889,0.0,0.0464406779661,2.43658827936,47.9146666667,1.28728851291,61.68,2016
SH600405,0.222393822394,0.0,0.0331825037707,1.61952956116,3.85033333333,1.75569214787,6.76,2004
SZ000929,0.2223903177,0.0,0.0198135198135,1.08289416058,2.452,3.55628058728,8.72,2000
SH600466,0.221729490022,0.0,0.0412890231621,1.85534804318,3.10266666667,3.27782552643,10.17,2001
SZ002372,0.223002633889,0.00760456273764,0.0223277909739,3.92934021456,11.0493333333,1.91233256908,21.13,2010
SH600027,0.481994459834,0.0,0.0108695652174,1.0946930745,2.23866666667,1.65276950566,3.7,2005
SZ300003,0.535714285714,0.0,0.103918228279,2.20506442281,8.35533333333,3.87177850475,32.35,2009
SZ000903,0.186119873817,0.0,0.01875,4.26191285395,3.11566666667,1.03348668022,3.22,2000
SZ000848,0.222222222222,0.0,0.0178759200841,5.53822726234,3.07366666667,3.11679861186,9.58,2000
SZ002455,0.205463182898,0.0,0.0220588235294,1.3887283988,6.78833333333,1.21090105573,8.22,2010
SZ002886,0.200125865324,0.0,0.033185083818,1.59049218273,26.901,1.12114791272,30.16,2017
SZ002845,0.13156240176,0.0,0.0346846846847,1.96387828748,21.6826666667,1.04322961505,22.62,2017
SH600021,0.22238267148,0.0,0.0144578313253,1.268937185,3.01433333333,2.75682848612,8.31,2003
SZ000652,0.220524017467,0.0,0.0219298245614,1.47885205836,2.29866666667,1.99245939675,4.58,2000
SH600262,0.222162452932,0.0,0.0348894348894,1.86877841949,2.88466666667,7.22440489947,20.84,2000
SZ300113,0.195223880597,0.0,0.0346846846847,3.73283062008,17.8636666667,1.2461047564,22.26,2010
SH600188,0.221218961625,0.0,0.0462341536167,4.46822195374,5.31166666667,2.5434577973,13.51,2000
SZ300625,0.199913644214,0.0,0.0291005291005,0.834633196597,22.6536666667,1.02235105428,23.16,2017
SZ002615,0.222222222222,0.0,0.0214477211796,1.57897078419,7.37133333333,1.0215248259,7.53,2011
SZ000661,0.214194100043,0.00728407908429,0.0595647193585,12.1370075566,2.889,63.811007269,184.35,2000
SZ002858,0.2,0.0,0.103289271442,2.35280882749,27.9083333333,1.28599581965,35.89,2017
SH603569,0.199784017279,0.0,0.0293482952093,1.08288115836,23.094,1.02753962068,23.73,2016
SH601628,0.157043879908,0.00578871201158,0.0229064964326,0.720819405165,13.2186666667,2.05920919911,27.22,2007
SZ300421,0.199817518248,0.0,0.0373303167421,1.43679225394,16.2606666667,1.11680537903,18.16,2015
SZ002820,0.199799196787,0.0,0.0385878489327,1.06817764066,22.9523333333,1.10141307347,25.28,2016
SH600053,1.07073954984,0.0,0.0741475019826,2.36031738775,1.82966666667,14.4397886682,26.42,2000
SZ002327,0.222680412371,0.0,0.0292553191489,2.32503688002,8.01966666667,1.41776466187,11.37,2009
SH601003,0.186010760953,0.0,0.0361445783133,0.936686633881,1.97833333333,3.37152485257,6.67,2007
SH600373,0.222582387898,0.0,0.0361216730038,4.27546976288,2.54066666667,6.28181579638,15.96,2002
SZ000617,0.22311827957,0.0,0.0359195402299,5.95594801725,6.04933333333,2.34736610095,14.2,2000
SZ300557,0.200119832235,0.0,0.0207715133531,1.7075614604,30.8756666667,1.09795200104,33.9,2016
SZ002313,0.208791208791,0.0,0.0232717316906,1.5742774466,10.59,2.77714825307,29.41,2009
SH601098,0.222102425876,0.00394996708361,0.0112781954887,1.08085096552,8.45833333333,1.57359605911,13.31,2010
SZ000603,0.261904761905,0.0,0.0256835128418,2.20216321544,2.276,5.30755711775,12.08,2000
SH603007,0.200142959257,0.0,0.0254110612855,2.0061083611,11.9743333333,1.12240069037,13.44,2016
SZ002364,0.215823152996,0.0,0.036093418259,1.25792781097,8.72233333333,1.11896663737,9.76,2010
SZ000543,0.222011385199,0.0,0.0238095238095,3.0765900828,2.51666666667,2.00662251656,5.05,2000
SH600008,0.220806794055,0.0,0.0197628458498,2.07084197242,3.83833333333,1.32870169344,5.1,2000
SZ300540,0.160133591141,0.0,0.0225159079785,0.867893014522,19.9183333333,1.04175382813,20.75,2016
SH601800,0.21955003879,0.00539083557951,0.016393442623,2.28650062123,3.63933333333,3.56383953105,12.97,2012
SZ000682,0.223443223443,0.0,0.0272108843537,0.403986031725,1.883,2.36856080722,4.46,2000
SH603968,0.208048780488,0.0,0.0147835269271,1.38976409075,18.6383333333,1.02262362515,19.06,2015
SZ002216,0.222222222222,0.0,0.0178571428571,1.19860325155,7.73166666667,1.01659840483,7.86,2008
SZ300188,0.212343864805,0.0,0.0594594594595,4.04557125057,14.326,1.72553399414,24.72,2011
SZ300429,0.207070707071,0.0,0.0547592796766,3.73970413373,20.5966666667,1.36526946108,28.12,2015
SZ002323,0.219457013575,0.0,0.023178807947,0.640066391111,6.01366666667,1.01103043069,6.08,2009
SH603186,0.124691018951,0.0,0.0330652368186,3.08451687557,17.8253333333,1.2936644476,23.06,2017
SH603878,0.200112107623,0.0,0.0202403542062,0.769319855627,15.7356666667,1.02251784693,16.09,2016
SZ000413,0.204347826087,0.0,0.0110024449878,2.4396733036,2.35033333333,3.48461211176,8.19,2000
SZ300658,0.200085873766,0.0,0.0241194486983,0.976427224599,26.0943333333,1.01976163407,26.61,2017
SZ300543,0.131712328767,0.0,0.0432432432432,1.4671393673,23.3736666667,1.06145092055,24.81,2016
SZ300010,0.897338403042,0.0,0.0389733840304,1.67429259282,5.654,1.87654757694,10.61,2009
SZ000778,0.181657848325,0.0,0.01171875,4.66309836573,3.872,1.32489669421,5.13,2000
SZ000557,0.238993710692,0.0,0.0266666666667,0.422895061977,0.844,5.41469194313,4.57,2000
SH601901,0.222380612972,0.00577367205543,0.0141732283465,1.09880348711,3.951,1.6198430777,6.4,2011
SH600584,0.206049149338,0.0,0.0459159014016,4.63919951804,2.618,8.17417876241,21.4,2003
SZ000869,0.244398340249,0.00292887029289,0.0115990057995,4.78932874608,9.667,3.76021516499,36.35,2000
SH601111,0.188392857143,0.0,0.0519801980198,4.4921848625,2.986,4.06563965171,12.14,2006
SH603320,0.221990075738,0.0,0.0386363636364,1.55298492959,20.472,1.11029699101,22.73,2017
SH603598,0.220513748191,0.0,0.0195681511471,2.86209047937,15.0046666667,0.993024392411,14.9,2015
SH600438,0.222868217054,0.0,0.0304259634888,7.34230924125,4.88633333333,2.05471041681,10.04,2004
SZ300014,0.583333333333,0.0,0.0304678998912,4.32602810508,9.89,1.89079878665,18.7,2009
SH600516,0.217989417989,0.0,0.0147169811321,7.68931886945,2.96033333333,8.98209661074,26.59,2002
SZ300360,0.147378832839,0.0,0.0211416490486,0.694747182755,9.189,1.04037436065,9.56,2014
SZ002652,0.211045364892,0.0,0.017316017316,2.76882465871,6.84733333333,1.02667705189,7.03,2012
SZ300474,0.19975565058,0.0,0.0680392156863,5.94189926148,30.0773333333,1.75913201525,52.91,2016
SZ300137,0.165963431786,0.0,0.0360824742268,1.65595562294,11.9286666667,1.65819035377,19.78,2010
SZ002395,0.222330097087,0.0,0.0403022670025,0.723060380716,6.714,1.83050342568,12.29,2010
SZ000826,0.241176470588,0.0,0.0186464088398,11.1108695686,3.02466666667,9.68371170377,29.29,2000
SH600760,0.222621184919,0.0,0.0228013029316,4.13818821732,1.67466666667,18.451433121,30.9,2000
SZ002628,0.219047619048,0.0,0.0139534883721,0.98218774903,4.25366666667,1.52339158373,6.48,2011
SH601600,0.219665271967,0.0,0.0214424951267,0.266723215446,3.02266666667,1.7137185708,5.18,2007
SZ300164,0.138915318744,0.0,0.0257575757576,0.66972987615,5.84966666667,1.14194540999,6.68,2011
SH600366,0.178947368421,0.0,0.0154028436019,3.82462331371,3.585,4.7419804742,17.0,2000
SZ000065,0.222114451988,0.0,0.0186375321337,6.03148934993,4.03333333333,3.88512396694,15.67,2000
SH603838,0.222651222651,0.0,0.0134529147982,2.03996658164,11.3526666667,0.99271830407,11.27,2015
SZ002438,0.221908127208,0.0,0.018544935806,0.926101411,6.959,1.01595056761,7.07,2010
SH600295,0.212631578947,0.0,0.0326693227092,1.40112179505,2.929,4.33936497098,12.71,2001
SZ300545,0.2,0.0,0.0325619834711,3.17230046659,42.2053333333,1.45242307449,61.3,2016
SZ000592,0.450980392157,0.0,0.0421286031042,0.173593564465,0.823333333333,5.53846153846,4.56,2000
SZ000429,0.208935611038,0.0,0.0165184243964,2.53161434862,2.61066666667,3.0222165475,7.89,2000
SZ300263,0.193930772878,0.0,0.0365217391304,1.46285320292,5.71033333333,1.02620979511,5.86,2011
SZ300669,0.2,0.0,0.0416666666667,1.38679158207,20.2996666667,1.10149591947,22.36,2017
SH600638,0.219715956558,0.0,0.0283505154639,1.78472208952,3.58833333333,4.33906177427,15.57,2000
SZ002187,0.217252396166,0.005,0.0141129032258,0.544513675788,6.64466666667,1.50797632186,10.02,2007
SZ002608,0.1376953125,0.0,0.0314253647587,0.706770674915,9.01533333333,1.00606374325,9.07,2011
SH603618,0.222372881356,0.0,0.0125348189415,1.33171843132,7.17833333333,1.00441142326,7.21,2015
SZ000915,0.222281026727,0.0070771408351,0.0309951060359,3.33439175635,2.87766666667,8.63199351326,24.84,2000
SH603002,0.208791208791,0.00769230769231,0.0251937984496,0.97943963603,5.11566666667,1.02821398319,5.26,2012
SH600984,0.173611111111,0.0,0.0243902439024,1.02218588022,2.45533333333,2.72060819984,6.68,2004
SZ002591,0.183760683761,0.0,0.0162271805274,1.63961575606,8.19533333333,1.20556414219,9.88,2011
SH600622,0.222826086957,0.0,0.0355704697987,4.45059515487,2.79666666667,5.46364719905,15.28,2000
SZ300215,0.205298013245,0.0,0.039897039897,1.97333188742,7.25666666667,1.11345888838,8.08,2011
