,vib_max,vib_min,vib_cur,accumulativeprofit,mins_mean_30,mins_ratio,cur_price,beginyear
SZ300165,0.191860465116,0.0,0.0171073094868,0.785223498027,6.08466666667,1.06332858552,6.47,2011
SH600732,0.436,0.0,0.0343213728549,1.7863505842,3.39166666667,1.91056511057,6.48,2000
SH600776,0.22248427673,0.0,0.0191693290735,0.576806416555,2.50133333333,2.52265458422,6.31,2000
SZ300046,0.222453222453,0.0,0.0470798569726,1.02326728119,7.617,2.26860968885,17.28,2010
SZ002197,0.254125412541,0.0,0.0252100840336,1.43867670507,7.41533333333,1.46723006383,10.88,2007
SZ000411,0.222184183499,0.0,0.0495002379819,8.71962525952,3.226,6.82579045257,22.02,2000
SH600232,0.187648456057,0.0,0.0249221183801,1.03414108457,2.74233333333,2.38847696609,6.55,2000
SH600298,0.221754117196,0.0,0.0327817670933,6.15694473626,7.78466666667,4.19157317804,32.63,2000
SH600861,0.222151495863,0.0,0.0276497695853,1.39274296111,3.612,2.41140642303,8.71,2000
SZ002572,0.222049689441,0.0,0.0136192407998,6.77145136606,13.9173333333,2.49329373443,34.7,2011
SH600824,0.219730941704,0.00498338870432,0.018018018018,4.25147424936,3.70766666667,1.20021576913,4.45,2000
SH600983,0.213733905579,0.00455062571104,0.0123076923077,2.97576842471,2.58433333333,2.53063330324,6.54,2004
SZ000885,0.367781155015,0.0,0.0360592401803,1.1907995395,1.58266666667,9.97051390059,15.78,2000
SH600395,0.222222222222,0.0,0.0200927357032,2.50804319369,3.38133333333,1.91936119874,6.49,2001
SZ300211,0.222381635581,0.0,0.0199692780338,1.38191526171,6.394,1.02439787301,6.55,2011
SH603060,0.2,0.0,0.0240196078431,1.43817762376,19.148,1.08209734698,20.72,2016
SH600336,0.214765100671,0.0,0.0498866213152,0.52182409935,2.821,1.60226869904,4.52,2000
SH600704,0.218889597958,0.0,0.0166163141994,3.83666913262,2.671,2.48970423063,6.65,2000
SH601949,0.199501246883,0.0,0.0165413533835,1.40086313146,6.45733333333,1.04377451993,6.74,2017
SZ000576,0.2225,0.0,0.0138490926457,4.10442504943,1.99,10.5527638191,21.0,2000
SZ300138,0.222395023328,0.00704225352113,0.019801980198,1.05504271945,8.09866666667,1.38911755021,11.25,2010
SZ000002,0.201342281879,0.0,0.0336294416244,50.107683672,3.385,9.329394387,31.58,2000
SZ000539,0.219696969697,0.0,0.0321199143469,1.68692323524,3.86533333333,1.22369782684,4.73,2000
SH600015,0.172532188841,0.0,0.00546448087432,5.34371544242,3.70333333333,2.48424842484,9.2,2003
SZ002126,0.220684632192,0.0,0.0,2.73245902296,4.81333333333,2.10041551247,10.11,2007
SH600774,0.2227880331,0.0,0.0246212121212,2.37265109675,2.792,5.75214899713,16.06,2000
SH603726,0.215675675676,0.0,0.0178380306814,1.70161811951,25.7346666667,1.1000725351,28.31,2016
SZ002225,0.527722772277,0.0,0.0153172866521,0.523809698264,3.9,1.18461538462,4.62,2008
SH600546,0.222222222222,0.0,0.0434782608696,1.82983805399,3.02166666667,1.53557639272,4.64,2003
SZ002062,0.217333333333,0.0,0.00867678958785,2.66984482239,3.59966666667,1.2834521715,4.62,2006
SH600078,0.220308250227,0.0,0.0237068965517,2.10184382081,3.89633333333,1.20369578236,4.69,2000
SZ002636,0.219004893964,0.0,0.0270863836018,2.91362836947,6.09333333333,2.25820568928,13.76,2011
SZ002356,0.222105814563,0.0,0.0280141843972,2.64442277688,16.1153333333,1.77470731808,28.6,2010
SZ300305,0.222162740899,0.00535714285714,0.0114122681883,0.777944333113,6.90633333333,1.02514600125,7.08,2012
SZ002485,0.2125,0.0,0.0235976789168,1.72185601775,6.05433333333,4.30435500743,26.06,2010
SH600483,0.222596964587,0.0,0.0635135135135,1.48793910032,2.19266666667,3.58011553664,7.85,2004
SZ002610,0.222105263158,0.0,0.0169491525424,0.996627398244,2.32733333333,1.01833285592,2.37,2011
SH600637,0.214787084698,0.0,0.0202380952381,1.62486022241,2.90433333333,5.87053827614,17.05,2000
SH600617,0.229773462783,0.0,0.0271428571429,0.397743009917,2.87333333333,2.45011600928,7.04,2000
SH600599,0.222084110213,0.0,0.0204616998951,1.18448139284,3.49,5.46418338109,19.07,2001
SZ000888,0.221402214022,0.0,0.0113052415211,4.84068830121,4.47166666667,2.1982855013,9.83,2000
SZ002589,0.221778369581,0.0,0.0341463414634,5.82996526003,12.7263333333,1.14879907803,14.62,2011
SH600919,0.20079787234,0.0,0.00676589986468,0.847168098058,7.47866666667,0.989481190943,7.4,2016
SZ300501,0.162720097146,0.0,0.0904409398133,1.35013707149,30.9083333333,1.07317336209,33.17,2016
SH600590,0.223002633889,0.0,0.0204708290686,1.41174472417,3.98,2.47738693467,9.86,2002
SH600090,0.222778473091,0.0,0.0239361702128,1.44182229927,2.68433333333,2.83496833478,7.61,2000
SH601226,0.2,0.0,0.0196463654224,0.547290865544,4.90266666667,1.05452814795,5.17,2014
SH600678,0.221864951768,0.0,0.0168650793651,3.40007946994,2.16433333333,4.69428615432,10.16,2000
SZ000591,0.222222222222,0.0,0.0161290322581,2.19633277024,3.89233333333,1.27943821187,4.98,2000
SZ002079,0.222539229672,0.0,0.0393487109905,2.64053517146,2.98433333333,2.51982575673,7.52,2006
SH601369,0.220945083014,0.00592885375494,0.0383597883598,0.699834340991,5.63,1.35346358792,7.62,2010
SH600297,0.222222222222,0.0,0.024358974359,1.72963089285,4.872,1.61330049261,7.86,2000
SH600814,0.22156196944,0.0,0.0282776349614,3.27637893956,3.24066666667,2.42234108208,7.85,2000
SH601607,0.173592845871,0.00599315068493,0.026724137931,1.80052025529,10.2853333333,2.3061965258,23.72,2010
SH603608,0.199829931973,0.0,0.0172910662824,1.077614338,10.0043333333,1.0535434645,10.54,2016
SZ300363,0.222005842259,0.0,0.0251572327044,1.32886031545,12.8316666667,1.00532536693,12.9,2014
SZ300258,0.222131814483,0.0093085106383,0.0155844155844,1.72724886062,10.5993333333,1.45575193408,15.43,2011
SH603166,0.222153656279,0.0,0.0196850393701,1.13974554632,7.41966666667,1.04452131722,7.75,2014
SZ300531,0.145912910619,0.0,0.057486631016,2.65108218478,14.262,1.10573552096,15.77,2016
SH600608,0.772941176471,0.0,0.0233702337023,1.96236402306,1.88833333333,4.40070609003,8.31,2000
SH601007,0.764705882353,0.0,0.0193236714976,0.807665620626,4.294,2.44294364229,10.49,2007
SZ002541,0.219679633867,0.00652818991098,0.024371667936,0.691034961038,9.113,1.46494019533,13.35,2011
SZ000892,0.197647058824,0.0,0.0196335078534,0.54970979984,2.23166666667,3.4503360717,7.7,2000
SH603855,0.199780461032,0.0,0.0156097560976,0.962263449265,10.3653333333,1.00045021868,10.37,2017
SZ002165,0.407766990291,0.0,0.0171428571429,0.716865371102,4.49666666667,1.17420311342,5.28,2007
SZ002421,0.221335268505,0.0,0.0288461538462,3.18059210281,5.10666666667,1.0319843342,5.27,2010
SZ300098,0.222315436242,0.0,0.0417310664606,3.24230550941,6.26766666667,2.11881082806,13.28,2010
SZ300453,0.19551534225,0.0,0.031490015361,1.41867062755,12.7056666667,1.04992523021,13.34,2015
SH600288,0.214820982515,0.0,0.0368098159509,1.060969509,3.38133333333,2.42507886435,8.2,2000
SZ002131,0.218192746945,0.0,0.0220588235294,3.8761063107,2.60733333333,1.05088212733,2.74,2007
SZ300318,0.2225,0.0,0.0243445692884,1.92254946526,5.195,1.04523580366,5.43,2012
SZ000981,0.330236486486,0.0,0.0158343483557,0.365628698912,2.97666666667,2.77491601344,8.26,2000
SH600036,0.183976261128,0.0,0.0280936454849,11.5477994897,6.06933333333,5.05986379613,30.71,2002
SZ000919,0.215753424658,0.0,0.0220048899756,1.92442394416,4.058,2.04287826516,8.29,2000
SH600657,0.222364217252,0.0,0.0222222222222,1.27560314993,1.95166666667,2.77711357814,5.42,2000
SZ000767,0.223684210526,0.0,0.0286738351254,0.754317863546,2.53233333333,1.10569961827,2.8,2000
SZ300457,0.222201102452,0.0,0.042700729927,5.87820703633,24.0083333333,1.17834085387,28.29,2015
SH600805,0.214563106796,0.00552486187845,0.014440433213,1.1447042662,2.26433333333,2.47313410864,5.6,2000
SH600649,0.210179640719,0.0,0.0118906064209,2.35765229648,4.53066666667,1.86065332549,8.43,2000
SZ300301,0.21768707483,0.0,0.0158450704225,1.72380235379,5.53666666667,1.04214328718,5.77,2012
SH600538,0.220820189274,0.0,0.0217391304348,0.956237457245,2.39466666667,2.33017817372,5.58,2003
SZ002091,0.186700767263,0.00711743772242,0.0290360046458,3.8701810573,4.719,1.8648018648,8.8,2006
SZ002701,0.221679253665,0.0,0.0157342657343,2.1369449905,5.70533333333,1.00782893199,5.75,2012
SZ000701,0.221291276491,0.0,0.0243902439024,1.17716859196,3.58766666667,2.43333643036,8.73,2000
SZ002811,0.219056372549,0.0,0.0183976261128,0.788078687562,16.5303333333,1.03204210441,17.06,2016
SH600642,0.186595582635,0.00493421052632,0.0103626943005,1.99383190349,3.89666666667,1.49101796407,5.81,2000
SZ000719,0.214634146341,0.0,0.0173611111111,0.813301406656,8.45333333333,1.02681388013,8.68,2011
SZ001696,0.17050067659,0.0,0.0208695652174,8.11460453025,4.10166666667,1.42624949208,5.85,2000
SH601166,0.163538020999,0.00250312891114,0.00982658959538,2.75742043329,9.041,1.92899015596,17.44,2007
SZ002378,0.213745704467,0.00703812316716,0.0295857988166,0.568777926405,8.00633333333,1.06790457554,8.55,2010
SZ300080,0.21760391198,0.0,0.0272572402044,0.374853908977,5.58033333333,1.05907651873,5.91,2010
SH600547,0.215045592705,0.0,0.0150602409639,19.8988763948,7.59966666667,3.50804859862,26.66,2003
SH601006,0.16935483871,0.00403225806452,0.0170261066969,2.47446803603,5.66433333333,1.5571117519,8.82,2006
SH600551,0.201578627808,0.0,0.0157545605307,1.76193441234,4.65033333333,2.61056555086,12.14,2002
SH600376,0.222924901186,0.0,0.0192743764172,2.22314359033,3.92933333333,2.24720054293,8.83,2001
SZ002498,0.196338837042,0.0,0.023102310231,0.523407245197,3.02833333333,1.01706108971,3.08,2010
SZ300200,0.222648752399,0.00242718446602,0.0191011235955,0.94252689033,6.756,1.32326820604,8.94,2011
SH600235,0.221662468514,0.0,0.0324675324675,0.716563194016,3.03766666667,2.03445627126,6.18,2000
SH600125,0.203356367226,0.0,0.0394736842105,4.27063711744,4.82166666667,1.91427583823,9.23,2000
SZ002405,0.221983337812,0.0,0.0420875420875,2.41205364434,9.736,2.48151191454,24.16,2010
SZ002211,0.349152542373,0.0,0.0448504983389,0.5331327807,3.98333333333,1.57154811715,6.26,2008
SH600600,0.182795698925,0.00420168067227,0.0320788077797,5.01485713133,7.04466666667,5.74761048547,40.49,2000
SH600478,0.22688172043,0.0,0.0132450331126,4.06497868935,3.06266666667,1.98193295603,6.07,2003
SZ300626,0.2,0.0,0.015768243491,2.5175893435,23.1766666667,1.1843808428,27.45,2017
SZ002255,0.221635883905,0.0,0.018779342723,1.28193495182,6.28533333333,1.02460755197,6.44,2008
SZ002411,0.222141823444,0.0,0.035046728972,2.5270845492,6.48533333333,4.03371710526,26.16,2010
SZ300160,0.197604790419,0.0,0.0464071856287,1.31844920038,6.20133333333,1.09170070952,6.77,2011
SH600501,0.22252559727,0.0,0.0216494845361,1.17566624835,3.74833333333,2.62783459315,9.85,2001
SH601158,0.195773081201,0.0,0.015600624025,0.685555970901,4.905,1.32110091743,6.48,2010
SH600377,0.175757575758,0.00314795383001,0.0124223602484,2.74927004382,4.59433333333,2.10694333599,9.68,2001
SH600891,0.316037735849,0.0,0.0190174326466,1.61880002164,1.44966666667,4.38721545183,6.36,2000
SH600710,0.288770053476,0.0,0.031746031746,3.85824740414,2.00333333333,3.5391014975,7.09,2000
SH600093,0.221930400525,0.0,0.0262820512821,4.15037915191,1.74766666667,9.04062559603,15.8,2000
SH601518,0.219092331768,0.0,0.0118343195266,0.652247212845,2.09233333333,1.62020073283,3.39,2010
SZ000402,0.201264488936,0.00250626566416,0.022,10.7847646465,4.69233333333,2.13752930312,10.03,2000
SH600744,0.223255813953,0.0,0.0466472303207,0.293016060694,2.36366666667,1.47228881681,3.48,2000
SH603266,0.163402513885,0.0,0.0535486612835,1.18029792836,22.599,1.09385371034,24.72,2017
SH600499,0.203574203574,0.0,0.0151209677419,9.42972888186,4.559,2.1868830884,9.97,2002
SH600724,0.223123732252,0.0,0.0236686390533,1.38822956988,3.274,1.04459376909,3.42,2000
SZ002556,0.222391469916,0.0,0.016393442623,0.899098583991,5.23766666667,1.28874180615,6.75,2011
SH600885,0.222475322703,0.0,0.0336247478144,10.6662686695,3.82433333333,11.9445655016,45.68,2000
SH603669,0.21981981982,0.0,0.0366705471478,1.0288233654,17.0056666667,1.01083952408,17.19,2015
SZ000926,0.209188660802,0.0,0.0124401913876,2.50053477564,4.49666666667,2.34395848777,10.54,2000
SH601669,0.319915254237,0.0,0.00994318181818,1.25133169589,2.675,2.64299065421,7.07,2011
SH600708,0.218309859155,0.0,0.0186781609195,2.68563362532,3.51966666667,1.98030116488,6.97,2000
SZ002686,0.223048327138,0.0,0.0129390018484,2.22592280967,9.92,1.0997983871,10.91,2012
SZ000510,0.164893617021,0.0,0.0171919770774,2.18199639667,2.069,3.39777670372,7.03,2000
SH600048,0.208072768619,0.00437158469945,0.04,13.3234463289,4.99266666667,2.81813326212,14.07,2006
SH600886,0.221541155867,0.0,0.0126582278481,5.99716716624,3.51333333333,2.04079696395,7.17,2000
SH600743,0.629360465116,0.0,0.014245014245,1.91587040013,1.40366666667,2.50771788174,3.52,2000
SH601010,0.217513462889,0.00467289719626,0.0139664804469,0.788689906636,3.62033333333,0.997145750852,3.61,2011
SH600737,0.222710622711,0.0,0.048128342246,1.20412480112,1.72066666667,4.46338628439,7.68,2000
SH600731,0.223752151463,0.0,0.0110957004161,1.32838172204,2.265,3.20088300221,7.25,2000
SH600829,0.221285563751,0.0,0.00816696914701,8.84188664904,5.59366666667,1.97723615994,11.06,2000
SZ000028,0.222070844687,0.00249376558603,0.0456054516862,10.528089665,4.07633333333,14.552293728,59.32,2000
SH600858,0.223140495868,0.0,0.0189189189189,2.17265182052,3.84533333333,1.94001386963,7.46,2000
SH600212,0.195652173913,0.0,0.0640113798009,1.30184004652,1.828,4.04266958425,7.39,2000
SZ300250,0.222272419246,0.0,0.0359154929577,1.2140556278,12.274,1.17647058824,14.44,2011
SH600191,0.216617210682,0.0,0.0427135678392,1.71334933107,3.08033333333,2.65880315983,8.19,2000
SZ000428,0.222014925373,0.0,0.0133689839572,1.89007739794,3.24666666667,1.15811088296,3.76,2000
SZ000859,0.195895522388,0.0,0.0159151193634,0.963916369713,1.861,2.04728640516,3.81,2000
SZ002396,0.196474857439,0.0,0.0371024734982,2.30040296405,11.952,1.93691432396,23.15,2010
SZ002664,0.288888888889,0.0,0.0373134328358,3.82112875598,17.9786666667,1.50567339069,27.07,2012
SZ300079,0.214481623697,0.0,0.0503978779841,0.870141801867,3.69733333333,1.05481428056,3.9,2010
SH600168,0.22183908046,0.0,0.00761421319797,1.1292935837,2.888,2.73199445983,7.89,2000
SH600203,0.22212543554,0.0,0.0199501246883,1.73720550567,2.71533333333,2.97201080285,8.07,2000
SZ002104,0.222448979592,0.0,0.0364779874214,3.68244538156,3.82766666667,2.12400940521,8.13,2007
SH601633,0.217662337662,0.0,0.00983606557377,3.16300443739,8.27233333333,1.48204859572,12.26,2011
SZ002106,0.165851823994,0.009375,0.0220318237454,0.844829295818,6.23266666667,1.31404428281,8.19,2007
SZ300183,0.222222222222,0.0,0.0537313432836,2.01277832243,15.1583333333,1.14194612424,17.31,2011
SZ002210,0.22202873313,0.0,0.0187296416938,4.33988084745,4.39533333333,2.81662369179,12.38,2008
SH603101,0.147163120567,0.0,0.0113085621971,0.964594390934,12.179,1.01896707447,12.41,2016
SZ000690,0.222972972973,0.0,0.0133010882709,9.4512266097,3.15233333333,2.64883155335,8.35,2000
SH600107,0.221590909091,0.0,0.0373608903021,1.01993566512,1.871,6.88401924105,12.88,2000
SZ002709,0.209884075656,0.0,0.0336693548387,6.49802693592,24.2386666667,2.08138511469,50.45,2014
SH601965,0.202420242024,0.00692520775623,0.0119047619048,1.70711669218,6.49433333333,1.2995945183,8.44,2012
SH600059,0.221804511278,0.00580912863071,0.00823529411765,3.23945494143,5.571,1.52934841142,8.52,2000
SZ002763,0.210751850409,0.0,0.0381861575179,1.28145098919,12.595,1.03056768559,12.98,2015
SZ000536,0.815320041973,0.0,0.0187353629977,1.0287714766,1.94633333333,2.21442027744,4.31,2000
SH600540,0.207373271889,0.0,0.0228832951945,1.60093865322,3.96933333333,1.12361437689,4.46,2004
SZ000589,0.217341040462,0.0,0.0140186915888,1.03140125507,3.12966666667,1.38033869422,4.32,2000
SH600882,0.222980659841,0.0,0.0174825174825,1.62514028906,2.33266666667,3.7382109174,8.72,2000
SZ002595,0.193674345959,0.0,0.0192644483363,3.30779153396,17.2363333333,1.01239629465,17.45,2011
SZ300016,0.983852364475,0.0,0.028125,1.5069585382,7.03433333333,1.85234326873,13.03,2009
SH600311,0.223312883436,0.0,0.0162412993039,0.797721072075,2.738,1.59605551497,4.37,2001
SH600312,0.24064171123,0.0,0.0125142207053,2.65005654231,3.64333333333,2.4208600183,8.82,2001
SZ000517,0.225409836066,0.0,0.0248306997743,0.954163644763,3.58966666667,1.23966942149,4.45,2009
SH600811,0.222026947862,0.0,0.00898876404494,2.80831458061,3.33633333333,1.33979418523,4.47,2000
SH600403,0.213946117274,0.0,0.0267857142857,1.54408777069,4.26733333333,1.0685830339,4.56,2003
SZ002723,0.218253968254,0.0,0.0262857142857,1.92999875715,14.3216666667,1.24985453276,17.9,2014
SZ002578,0.187050359712,0.0,0.0831556503198,1.3492195545,4.162,1.19413743393,4.97,2011
SH600156,0.218034993271,0.0,0.0336322869955,0.500400822795,1.768,2.54524886878,4.5,2000
SH600091,0.22234699607,0.0,0.0237580993521,0.2803269863,2.67766666667,1.75525955434,4.7,2000
SH600128,0.222764227642,0.0,0.0987654320988,2.46105673368,2.94933333333,3.37025316456,9.94,2000
SH600692,0.221778221778,0.0,0.0153005464481,2.33100671102,2.60266666667,3.53099385246,9.19,2000
SH600222,0.222903885481,0.0,0.0260303687636,0.969734822837,3.134,1.50606253989,4.72,2000
SZ002527,0.197474747475,0.0,0.0191897654584,1.04792533148,9.19433333333,1.02454410325,9.42,2010
SZ300270,0.22213740458,0.00953778429934,0.0178443968594,2.16299578107,10.49,1.33746425167,14.03,2011
SH600456,0.209157716224,0.0,0.0247178936056,2.04697245502,7.29233333333,2.56982218769,18.74,2002
SZ300330,0.221461187215,0.0,0.0234454638124,1.46278407345,9.233,1.07982237626,9.97,2012
SH600873,0.227272727273,0.0,0.0204918032787,2.8037356067,2.66966666667,1.85041827944,4.94,2000
SH603979,0.222222222222,0.0,0.0177267987487,0.617683444905,9.694,1.00474520322,9.74,2015
SZ002772,0.222497932175,0.0,0.0246659815005,1.05507783287,9.70333333333,1.01820680179,9.88,2015
SZ002674,0.213973799127,0.0,0.0579567779961,0.949740279938,9.05633333333,1.17376421657,10.63,2012
SH600281,0.215946843854,0.0,0.020964360587,0.522687754036,2.75933333333,1.75042280744,4.83,2000
SZ000650,0.482690405539,0.0,0.0120481927711,0.389369343332,1.18933333333,4.20403587444,5.0,2000
SH600416,0.21751615219,0.00684462696783,0.0503597122302,1.90964410589,4.407,2.24642614023,9.9,2002
SZ002840,0.199745547074,0.0,0.0151813325836,3.87360914207,21.1643333333,1.70286488274,36.04,2017
SH600664,0.222222222222,0.0,0.0151802656546,3.20657087767,4.174,1.27695256349,5.33,2000
SZ300316,0.15947467167,0.0,0.0614657210402,4.83289776492,8.23233333333,2.56913795198,21.15,2012
SZ002283,0.22131147541,0.0,0.0190839694656,1.08480531447,4.946,1.07157298827,5.3,2009
SH603366,0.21978021978,0.00694444444444,0.107547169811,0.602644932869,5.26333333333,1.11526282457,5.87,2012
SZ000421,0.223325062035,0.0,0.0199275362319,0.897442627862,2.171,2.55181943805,5.54,2000
SZ002581,0.166847987341,0.0,0.0606826801517,2.23928437214,10.2506666667,1.60770031217,16.48,2011
SZ300510,0.156462585034,0.0,0.037875829754,2.86501070993,24.7286666667,1.0603078748,26.22,2016
SZ000698,0.211920529801,0.0,0.0200364298725,1.57939351749,2.661,2.06313416009,5.49,2000
SZ300687,0.131364922207,0.0,0.0455357142857,1.90160772443,42.1473333333,1.35429683175,57.08,2017
SH600675,0.22102425876,0.0,0.0145454545455,3.31239888368,3.63566666667,1.51554047859,5.51,2000
SH600988,0.223021582734,0.0,0.0182481751825,1.63405841257,3.16966666667,1.74150804501,5.52,2004
SZ002539,0.217352810978,0.0,0.0254545454545,1.07867455767,5.451,1.02549990827,5.59,2011
SZ300354,0.222134387352,0.010752688172,0.0210622710623,1.31187830222,10.673,1.03813360817,11.08,2012
SZ002912,0.200220628792,0.0,0.0595081967213,2.86320455805,88.0493333333,1.41511576843,124.6,2017
SH603988,0.222171843119,0.0,0.053664921466,2.24920637729,30.9036666667,1.01929652361,31.5,2014
SH600790,0.171021377672,0.0,0.00710479573712,2.11821520486,2.60166666667,2.16784112748,5.64,2000
SZ300196,0.199249882794,0.0,0.0198275862069,1.8125329041,11.2306666667,1.04446159326,11.73,2011
SZ000027,0.220715166461,0.0,0.041095890411,3.35568828342,5.14166666667,1.15915721232,5.96,2000
SH600503,0.410256410256,0.0,0.0189328743546,1.02951179017,2.02333333333,2.89621087315,5.86,2002
SZ300120,0.222222222222,0.0,0.027633851468,1.11079536136,5.64266666667,2.08766540643,11.78,2010
SZ000935,0.311249137336,0.0,0.0571742715778,2.21249910042,2.222,8.43384338434,18.74,2000
SH600676,0.215277777778,0.0,0.0217391304348,1.99639808908,2.602,2.32129131437,6.04,2000
SZ002083,0.212121212121,0.00625,0.0133555926544,1.3334081519,3.147,1.90657769304,6.0,2006
SH600624,0.22150882825,0.0,0.0262295081967,1.45425496623,3.44533333333,1.79082817337,6.17,2000
SZ000016,0.178873239437,0.0,0.0342261904762,2.87960950102,2.804,2.41440798859,6.77,2000
SH603939,0.176470588235,0.0,0.105512744517,4.00198310484,26.59,2.07972922151,55.3,2015
SZ002084,0.211778029445,0.0,0.0254777070064,0.780000381705,4.07166666667,1.55955792059,6.35,2006
SZ000833,0.450471698113,0.0,0.0188976377953,1.04542874968,2.57133333333,2.47342494166,6.36,2000
SZ002549,0.200900900901,0.0,0.0523076923077,1.16137180963,5.85933333333,1.12640801001,6.6,2011
SH600217,0.219471947195,0.0,0.0348101265823,2.42654932724,1.46833333333,4.45402951192,6.54,2000
SH600400,0.219912472648,0.0,0.0584615384615,2.12618313923,2.84433333333,2.39071838744,6.8,2001
SH600796,0.222222222222,0.0,0.0183486238532,1.11325205498,2.48633333333,2.64646735487,6.58,2000
SZ002328,0.218715995647,0.0,0.0245398773006,0.393360136998,5.41866666667,1.21062992126,6.56,2009
SH603315,0.222523744912,0.0,0.0109034267913,1.66060682162,12.8036666667,1.00830491266,12.91,2015
SZ000955,0.255230125523,0.0,0.0125,0.78662033389,2.362,2.72650296359,6.44,2000
SZ300315,0.222222222222,0.0,0.03125,3.29914665282,5.81466666667,1.11098371933,6.46,2012
SZ002002,0.555160142349,0.0,0.012084592145,3.47862086325,2.705,2.46580406654,6.67,2004
SH603199,0.222154129003,0.0,0.0176380368098,1.52756999907,25.4756666667,1.03471286326,26.36,2015
SZ002688,0.229291716687,0.0,0.0104947526237,1.15896751485,6.42533333333,1.04586013696,6.72,2012
SZ300516,0.2,0.0,0.0224082738242,1.25141020537,39.1053333333,1.0464045825,40.92,2016
SH600650,0.221578566256,0.0,0.014652014652,3.11166292122,6.03866666667,2.26871274012,13.7,2000
SH600604,0.222784810127,0.0,0.0344827586207,1.82690738776,1.92133333333,3.65371269951,7.02,2000
SH601126,0.222488038278,0.0,0.0172661870504,0.52062522455,6.81966666667,1.02351043551,6.98,2010
SH600587,0.222157940411,0.0,0.0182456140351,3.33427902633,4.11,3.47688564477,14.29,2002
SZ002585,0.222707423581,0.00655307994758,0.0577464788732,0.51481532089,6.107,1.17242508597,7.16,2011
SZ000531,0.221928665786,0.0,0.0153846153846,3.27685636583,3.66166666667,1.96358670915,7.19,2000
SH603808,0.220750056142,0.0,0.0209888059701,1.56350324549,20.0906666667,1.07263737722,21.55,2015
SZ000551,0.222693531283,0.0,0.0165517241379,1.51379230443,3.18733333333,2.27776615771,7.26,2000
SH600775,0.222446916077,0.0,0.0291666666667,0.835672671531,3.01,2.45182724252,7.38,2000
SH603421,0.200356718193,0.0,0.0167910447761,1.08692256103,21.0266666667,1.03535193405,21.77,2016
SH603898,0.200170357751,0.0,0.0171232876712,3.20437848812,24.6033333333,1.20593415526,29.67,2015
SZ300568,0.200153964588,0.0,0.0395217535702,1.58753809734,24.8366666667,1.2312441283,30.58,2016
SZ002134,0.222737819026,0.0,0.0343511450382,0.59686827425,3.94166666667,2.04735729387,8.07,2007
SZ000153,0.221330275229,0.0,0.0223684210526,0.958071546063,2.34533333333,3.29164297897,7.72,2000
SZ000418,0.187842778793,0.0,0.0415895171628,10.8074794132,2.877,25.3145637817,72.83,2000
SZ002803,0.200261780105,0.0,0.0327620967742,4.33571617634,26.0683333333,1.55399271146,40.51,2016
SZ300102,0.221606648199,0.0,0.0253164556962,0.572406683221,6.14133333333,1.30916196266,8.04,2010
SZ300040,0.22,0.0,0.017521902378,0.854603312445,5.139,1.56839852111,8.06,2010
SZ002349,0.234126984127,0.0,0.0383189122373,2.4317187622,7.41266666667,1.10351650328,8.18,2010
SZ000985,0.222664015905,0.0,0.0517976843388,0.978062436683,5.23133333333,3.2630304575,17.07,2000
SZ002322,0.221757322176,0.0,0.0271084337349,1.28515574441,9.966,1.68573148706,16.8,2009
SH600548,0.223201174743,0.0,0.0152582159624,2.69608827485,2.717,3.16525579683,8.6,2001
SZ000069,0.221570926143,0.0,0.0286738351254,20.4799953946,4.49666666667,1.86805040771,8.4,2000
SH600182,0.21832884097,0.0,0.0193474962064,7.91072556992,2.77566666667,9.56887234298,26.56,2000
SH601009,0.207955338451,0.0,0.0104651162791,2.40910901745,7.50433333333,1.15799760139,8.69,2007
SZ000695,0.4225,0.0,0.0153005464481,2.59532764212,2.622,3.50495804729,9.19,2000
SZ300655,0.2,0.0,0.0600985221675,3.00135294562,20.556,1.54212881884,31.7,2017
SZ002838,0.199563794984,0.0,0.0284796573876,3.30439816675,33.313,1.43217362591,47.71,2017
SH603028,0.136263736264,0.0,0.0210748155954,1.54834022506,9.174,1.04970568999,9.63,2016
SZ002715,0.216746871992,0.0,0.0181065700983,1.28422702126,18.902,1.03428208655,19.55,2014
SH600755,0.216710182768,0.0,0.0332661290323,5.53870545094,3.06933333333,3.33622936577,10.24,2000
SZ300087,0.176242236025,0.0,0.0192122958694,2.41488016939,8.162,1.28522420975,10.49,2010
SZ002678,0.219963031423,0.0,0.0232991612302,1.2920494801,6.45966666667,1.68584550286,10.89,2012
SH600976,0.222408026756,0.0,0.0132238942088,2.8880062767,4.264,5.17120075047,22.05,2004
SH000001,0.1122930029,0.00252384463668,0.00908014333831,2.26345788016,0,0,3279.25,2000
SH600000,0.174348697395,0.00303398058252,0.00570962479608,4.7047770333,6.77366666667,1.81733182422,12.31,2000
SH601677,0.221633085896,0.0,0.0153102336825,0.630900287665,7.28066666667,1.71962274517,12.52,2011
SH603977,0.200258397933,0.0,0.0235920852359,1.46847762912,11.6156666667,1.14328349643,13.28,2016
SZ002024,0.190622598002,0.0,0.026395173454,27.6456752146,5.265,2.54131054131,13.38,2004
SZ300269,0.202068965517,0.0,0.0494972931168,2.5985731774,8.32633333333,1.59133672285,13.25,2011
SH600636,0.222485207101,0.0,0.0181582360571,5.15979716232,3.88733333333,3.99245412451,15.52,2000
